MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,VesselGroup,VesselTypeDetailed,Origin_country,Origin_port,Destination_country,Destination_port,Cargo_type,Total_weight_cargo,Flag
338493612,2023-12-31 23:56:40,32.60671,-80.15667,0.0,339.1,511.0,RONCITO,IMO0000000,RONCITO,37,,16.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Guangzhou,Japan,Tokyo,General Cargo,0.41,Other
338493665,2023-12-31 23:51:12,33.91735,-78.02856,0.0,360.0,511.0,LA VITA MARINA,IMO0000000,,37,,15.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,China,Hong Kong,General Cargo,0.48,Other
338493781,2023-12-31 23:55:59,37.87249,-122.46233,0.0,172.9,511.0,FANCY,IMO0000000,,36,,11.0,4.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Rotterdam,China,Shenzhen,General Cargo,0.65,Malta
338494027,2023-12-31 23:58:06,33.98206,-118.44888,0.1,360.0,511.0,SERENITY NOW !,IMO0000000,,37,,17.0,5.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,New Orleans,Netherlands,Rotterdam,General Cargo,0.4,Hong Kong
338494207,2023-12-31 23:42:24,30.29352,-87.63146,0.0,360.0,511.0,SOUTHERN CROSS,IMO0000000,,37,,25.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Seattle,Netherlands,Amsterdam,General Cargo,0.39,Malta
338494224,2023-12-31 19:00:32,34.67314,-77.07993,6.6,264.7,511.0,IRISH MISS,IMO0000000,925466,37,,15.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,South Louisiana,Netherlands,Rotterdam,General Cargo,0.46,Other
338494382,2023-12-31 23:58:58,33.61354,-117.92717,0.0,360.0,511.0,KNOT ALL BAD,IMO0000000,,37,,18.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Japan,Nagoya,China,Tianjin,General Cargo,0.58,Cyprus
338494581,2023-12-31 23:59:30,33.98109,-118.45185,0.0,360.0,511.0,MAKIN MEMORIES,IMO0000000,,37,,17.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,Singapore,Singapore,General Cargo,0.64,Japan
338495000,2023-12-31 23:57:53,39.58642,-75.5937,0.0,0.1,309.0,GENESIS VALIANT,IMO8973899,WDG9348,31,5.0,30.0,10.0,5.0,52.0,A,Tug Tow,Towing,Japan,Yokohama,USA,Houston,General Cargo,74.77,Bahamas
338504000,2023-12-31 23:52:31,27.62017,-84.73922,9.9,282.6,281.0,LEGACY,IMO9583249,WDF7311,31,0.0,45.0,18.0,8.2,57.0,A,Tug Tow,Towing,Singapore,Singapore,USA,New York,General Cargo,82.82,Other
338517000,2023-12-31 23:59:29,29.58649,-90.37427,0.0,276.7,511.0,C-LIBERTY,IMO9320415,WDH5194,90,0.0,85.0,18.0,5.9,20.0,A,Other,"Other Type, all ships of this type",Singapore,Jurong,USA,Houston,General Cargo,100.0,China
338519000,2023-12-31 23:59:31,47.89621,-122.48326,35.7,140.8,139.0,SWIFTSURE,,WDM9905,40,0.0,22.0,9.0,1.0,40.0,A,Other,"High speed craft (HSC), all ships of this type",Singapore,Singapore,Japan,Tokyo,General Cargo,100.0,China
338525000,2023-12-31 23:58:14,32.12645,-81.13661,0.0,16.9,158.0,MAERSK COLUMBUS,IMO9332987,WMCU,70,5.0,299.0,40.0,14.5,79.0,A,Cargo,"Cargo, all ships of this type",USA,Oakland,Netherlands,Rotterdam,General Cargo,17002.63,Cyprus
338526000,2023-12-31 23:58:53,47.63116,-122.38215,0.0,215.1,181.0,UNIMAK,IMO8101680,WCY8622,30,5.0,56.0,12.0,3.7,30.0,A,Fishing,Fishing,Netherlands,Amsterdam,USA,New York,General Cargo,55.86,Japan
338531000,2023-12-31 23:58:18,39.80841,-75.39861,0.0,315.5,51.0,GENESIS VIGILANT,IMO8973928,WDG9352,31,1.0,30.0,10.0,5.0,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,Singapore,Singapore,General Cargo,153.25,Marshall Islands
338533000,2023-12-31 23:59:28,34.92876,-75.72007,9.1,52.0,45.0,SHANNON DANN,IMO7207748,WCD6367,31,0.0,28.0,9.0,3.9,52.0,A,Tug Tow,Towing,Singapore,Singapore,China,Xiamen,General Cargo,109.64,Panama
338536000,2023-12-31 23:54:55,29.12266,-90.21011,0.0,231.6,235.0,HILDA LAB,IMO9564322,WKDT,90,5.0,79.0,18.0,4.9,39.0,A,Other,"Other Type, all ships of this type",China,Guangzhou,Japan,Osaka,General Cargo,100.0,China
338545000,2023-12-31 23:59:07,27.65323,-83.34833,9.6,106.4,103.0,ABUNDANCE,IMO9820362,WDJ4545,31,0.0,42.0,13.0,7.9,90.0,A,Tug Tow,Towing,Singapore,Singapore,Japan,Yokohama,General Cargo,217.34,Panama
338547000,2023-12-31 23:58:57,26.08849,-80.18183,0.0,73.6,270.0,SEAS THE DAY,,WDN7569,37,0.0,38.0,9.0,2.1,37.0,A,Pleasure Craft/Sailing,Pleasure Craft,USA,New Orleans,Japan,Osaka,General Cargo,0.34,Hong Kong
338553000,2023-12-31 23:59:44,24.56347,-81.7383,0.0,360.0,511.0,BLUE FOX,IMO0000000,WDK9609,37,,23.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Rotterdam,USA,Savannah,General Cargo,0.52,Liberia
338561000,2023-12-31 23:57:31,18.43997,-64.76309,0.2,360.0,511.0,ARISTEA,,WDE8800,37,,14.0,4.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,China,Shanghai,General Cargo,0.65,Other
338570000,2023-12-31 23:59:19,32.63811,-117.23131,8.9,207.0,212.0,BAYPORT,IMO8993784,WCZ4240,90,0.0,90.0,16.0,,33.0,A,Other,"Other Type, all ships of this type",China,Shenzhen,Netherlands,Rotterdam,General Cargo,100.0,Panama
338575000,2023-12-31 23:57:59,28.8691,-90.01914,0.1,114.5,37.0,LOOP RESPONDER,IMO9065510,WCP9610,31,5.0,47.0,15.0,,52.0,A,Tug Tow,Towing,Singapore,Singapore,Japan,Tokyo,General Cargo,164.5,Other
338591000,2023-12-31 23:58:55,27.86993,-97.04558,0.0,4.7,200.0,DAVE FOREMAN,,WDN3384,57,12.0,125.0,33.0,3.2,57.0,A,Passenger,Spare - for assignment to local vessel,Japan,Nagoya,Netherlands,Rotterdam,General Cargo,496.23,Liberia
338595000,2023-12-31 12:46:48,27.32393,-90.53475,0.1,227.5,53.0,ODYSSEA COUNT,IMO9264647,WDG8778,90,0.0,63.0,16.0,5.1,38.0,A,Other,"Other Type, all ships of this type",Singapore,Jurong,China,Shenzhen,General Cargo,100.0,Greece
338601000,2023-12-31 23:57:16,29.14581,-90.21182,0.0,235.0,335.0,FAST SERVER,IMO9718246,WDH5198,60,5.0,54.0,19.0,2.3,60.0,A,Passenger,"Passenger, all ships of this type",China,Hong Kong,USA,Charleston,General Cargo,215.79,Japan
338602000,2023-12-31 23:58:52,33.75248,-118.23731,0.1,31.0,72.0,BALTIMORE,IMO9804784,WDI9338,31,0.0,30.0,,,52.0,A,Tug Tow,Towing,China,Tianjin,Netherlands,Rotterdam,General Cargo,110.95,Singapore
338615000,2023-12-31 23:58:20,29.54878,-90.70408,0.0,277.5,356.0,C-RAMBLER,IMO9220251,WCZ5253,90,5.0,73.0,17.0,5.3,90.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,China,Xiamen,General Cargo,100.0,China
338616000,2023-12-31 23:59:12,45.59515,-122.77867,0.0,151.6,147.0,DUBLIN SEA,IMO9492684,WDE9779,31,5.0,39.0,13.0,,57.0,A,Tug Tow,Towing,Japan,Tokyo,USA,South Louisiana,General Cargo,91.63,Other
338617000,2023-12-31 23:59:02,27.59453,-82.95367,11.1,82.4,85.0,PENNSYLVANIA,IMO9486958,WAPZ,80,15.0,175.0,32.0,12.2,80.0,A,Tanker,"Tanker, all ships of this type",Saudi Arabia,Dammam,Russia,Novorossiysk,Crude Oil,104625.17,Malta
338623000,2023-12-31 23:57:15,33.97795,-118.45541,0.1,360.0,511.0,THE RICHIE,IMO0000000,,37,,25.0,8.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,China,Tianjin,Japan,Osaka,General Cargo,0.44,Cyprus
338626000,2023-12-31 23:59:05,47.6349,-122.32894,0.0,10.7,285.0,ALASKA PROVIDER,IMO8213225,WDG2215,30,0.0,54.0,12.0,3.8,30.0,A,Fishing,Fishing,China,Guangzhou,Japan,Osaka,General Cargo,54.08,South Korea
338627000,2023-12-31 23:58:57,21.30996,-157.86857,0.0,0.0,163.0,KAPENA BOB PURDY,IMO9816880,WDK6288,32,5.0,37.0,11.0,4.0,32.0,A,Tug Tow,Towing: length exceeds 200m or breadth exceeds 25m,Japan,Tokyo,China,Ningbo-Zhoushan,General Cargo,105.21,China
338628000,2023-12-31 23:55:01,29.12009,-90.20336,0.0,261.0,340.0,ODYSSEA BARON,IMO9264635,WDG8780,90,5.0,70.0,16.0,4.9,90.0,A,Other,"Other Type, all ships of this type",China,Ningbo-Zhoushan,USA,Los Angeles,General Cargo,100.0,Panama
338633000,2023-12-31 23:59:26,29.12132,-90.20364,0.0,227.9,339.0,SEACOR FEARLESS,IMO9720897,WDH2936,90,0.0,61.0,14.0,4.7,70.0,A,Other,"Other Type, all ships of this type",China,Ningbo-Zhoushan,Netherlands,Rotterdam,General Cargo,100.0,Other
338642000,2023-12-31 21:17:53,29.57748,-90.60857,0.0,226.7,99.0,CAPT LATHAM,IMO8109735,WDH4276,31,5.0,38.0,12.0,5.6,52.0,A,Tug Tow,Towing,USA,New York,Singapore,Singapore,General Cargo,118.51,Other
338644000,2023-12-31 23:51:08,18.35531,-64.60049,0.0,360.0,511.0,SOUTHERN QUEST,IMO9222637,WCZ5544,90,,62.0,14.0,4.4,95.0,B,Other,"Other Type, all ships of this type",China,Hong Kong,Singapore,Jurong,General Cargo,100.0,Panama
338663000,2023-12-31 23:58:08,29.14563,-90.20565,0.0,60.7,164.0,C-PERFORMER,IMO9226267,WCZ6248,90,5.0,73.0,17.0,5.5,70.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,Singapore,Singapore,General Cargo,100.0,Other
338671000,2023-12-31 23:59:51,48.52194,-122.61458,0.0,302.4,244.0,STORM PETREL,IMO8012308,WCZ6533,30,0.0,37.0,9.0,,7.0,A,Fishing,Fishing,USA,Savannah,Singapore,Singapore,General Cargo,17.61,Norway
338678000,2023-12-31 23:59:05,30.34556,-87.26438,0.0,239.7,45.0,DOLORES CHOUEST,IMO8225931,WCP8847,70,5.0,54.0,12.0,4.0,35.0,A,Cargo,"Cargo, all ships of this type",China,Hong Kong,Netherlands,Rotterdam,General Cargo,16043.62,Bahamas
338684000,2023-12-31 23:58:25,18.10051,-67.1901,0.0,86.5,511.0,CARIBBEAN QUEEN,IMO0000000,WDK8029,37,,18.0,6.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,0.93,Other
338693000,2023-12-31 23:57:41,47.62764,-122.38381,0.0,175.6,0.0,OCEAN PEACE,IMO8417742,WAY5182,30,5.0,66.0,11.0,4.8,30.0,A,Fishing,Fishing,China,Hong Kong,USA,Los Angeles,General Cargo,53.15,Norway
338701000,2023-12-31 22:56:24,48.51193,-122.60604,0.0,345.3,6.0,MOTEGA,IMO8886802,WDG7763,70,0.0,20.0,7.0,,0.0,A,Cargo,"Cargo, all ships of this type",USA,Beaumont,China,Dalian,General Cargo,15335.53,Bahamas
338703000,2023-12-31 23:59:35,39.84685,-75.26131,0.0,353.5,87.0,GENESIS VICTORY,IMO8973942,WDG9351,31,0.0,30.0,10.0,5.0,57.0,A,Tug Tow,Towing,Japan,Kobe,Singapore,Singapore,General Cargo,102.99,Other
338707000,2023-12-31 06:29:28,13.46133,144.6646,0.0,172.0,511.0,ENDEAVOR,IMO7501065,WDL5402,52,0.0,35.0,11.0,4.4,52.0,A,Other,Tug,USA,New York,China,Shanghai,General Cargo,100.0,Cyprus
338708000,2023-12-31 23:59:07,29.46065,-89.66181,11.2,113.9,108.0,GENESIS PATRIOT,IMO9117258,WDG9346,31,0.0,37.0,11.0,5.1,57.0,A,Tug Tow,Towing,China,Shanghai,Singapore,Jurong,General Cargo,121.08,Hong Kong
338724000,2023-12-31 23:57:30,40.93024,-73.91524,0.3,26.7,13.0,ALICE MORAN,IMO7420429,WYN6272,31,5.0,36.0,10.0,4.3,52.0,A,Tug Tow,Towing,Netherlands,Rotterdam,China,Xiamen,General Cargo,89.01,Panama
338725000,2023-12-31 23:59:56,40.6642,-74.03424,0.0,286.5,354.0,CAPE HATTERAS,IMO9877597,WDK7639,57,1.0,125.0,24.0,5.1,57.0,A,Passenger,Spare - for assignment to local vessel,Japan,Osaka,USA,South Louisiana,General Cargo,199.49,Cyprus
338731000,2023-12-31 23:55:07,28.41477,-80.60761,0.0,149.5,180.0,DELTA MARINER,IMO9198501,WCZ7837,70,5.0,95.0,24.0,4.6,70.0,A,Cargo,"Cargo, all ships of this type",Netherlands,Rotterdam,Japan,Kobe,General Cargo,15694.59,China
338734000,2023-12-31 23:57:01,43.64337,-70.26381,0.0,360.0,511.0,COLUMBIA,IMO1012995,WDH8551,37,,35.0,7.0,,,B,Pleasure Craft/Sailing,Pleasure Craft,Netherlands,Amsterdam,Singapore,Singapore,General Cargo,0.37,Bahamas
338737000,2023-12-31 23:57:18,30.20916,-93.25064,0.0,210.3,111.0,OCEAN WIND,IMO9554016,WDG5141,31,5.0,41.0,14.0,6.1,52.0,A,Tug Tow,Towing,Japan,Nagoya,China,Xiamen,General Cargo,121.68,Panama
338744000,2023-12-31 23:56:19,29.29517,-94.85733,0.0,360.0,511.0,HERCULES,,WDG5248,90,5.0,32.0,7.0,,70.0,A,Other,"Other Type, all ships of this type",USA,Long Beach,Netherlands,Amsterdam,General Cargo,100.0,Hong Kong
338753000,2023-12-31 23:59:12,28.80671,-89.32027,9.8,252.8,248.0,SEACOR BRAVE,IMO9753519,WDH6264,90,0.0,61.0,14.0,,70.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,China,Guangzhou,General Cargo,100.0,Other
338759000,2023-12-31 12:08:38,27.0523,-92.21696,0.0,269.5,330.0,OCEANINTERVENTION II,IMO9232125,WCZ7505,90,3.0,77.0,16.0,4.6,38.0,A,Other,"Other Type, all ships of this type",Japan,Osaka,Singapore,Singapore,General Cargo,100.0,Marshall Islands
338765000,2023-12-31 23:59:27,31.83212,-80.19075,8.0,211.6,211.0,KURT J CROSBY,IMO9231341,WDH4894,31,0.0,44.0,15.0,4.9,31.0,A,Tug Tow,Towing,Netherlands,Amsterdam,Singapore,Singapore,General Cargo,96.45,Liberia
338767000,2023-12-31 23:58:52,32.86039,-79.95894,0.0,316.5,282.0,NEIL ARMSTRONG,IMO9688946,WARL,90,5.0,73.0,15.0,,99.0,A,Other,"Other Type, all ships of this type",China,Shenzhen,Netherlands,Rotterdam,General Cargo,100.0,Singapore
338782000,2023-12-31 23:58:47,19.4606,-65.82698,7.6,136.3,511.0,SUN DAZE,IMO0000000,WDP3468,36,,17.0,9.0,,,B,Pleasure Craft/Sailing,Sailing,Netherlands,Rotterdam,China,Shenzhen,General Cargo,0.65,Malta
338789000,2023-12-31 07:32:59,29.20316,-79.38948,20.2,130.6,132.0,PERLA DEL CARIBE,IMO9680853,KPDL,70,0.0,232.0,32.0,10.4,70.0,A,Cargo,"Cargo, all ships of this type",Netherlands,Rotterdam,USA,Miami,General Cargo,17258.71,Other
338795000,2023-12-31 23:57:55,32.72335,-117.22657,0.1,360.0,511.0,INDEPENDENCE,IMO8992156,WDB8489,60,,30.0,9.0,,,B,Passenger,"Passenger, all ships of this type",Netherlands,Rotterdam,Japan,Tokyo,General Cargo,560.72,Japan
338798000,2023-12-31 23:59:38,28.8338,-90.16353,0.1,209.8,278.0,HARVEY BLUE SEA,IMO9743057,WHBA,90,0.0,99.0,,,99.0,A,Other,"Other Type, all ships of this type",Singapore,Singapore,Netherlands,Rotterdam,General Cargo,100.0,Other
338806000,2023-12-31 23:58:57,30.39974,-81.52491,0.0,0.0,123.0,PILILAAU,IMO9178355,NBWY,70,5.0,289.0,32.0,10.9,70.0,A,Cargo,"Cargo, all ships of this type",Singapore,Singapore,USA,Corpus Christi,General Cargo,16096.33,Other
338830000,2023-12-31 23:59:14,32.67379,-117.12223,0.0,260.1,511.0,USS HARPERS FERRY,,NACP,90,0.0,173.0,,,0.0,A,Other,"Other Type, all ships of this type",China,Xiamen,Netherlands,Rotterdam,General Cargo,100.0,Hong Kong
338842000,2023-12-31 23:57:57,47.5557,-122.65015,0.0,299.0,1.0,GRASP,IMO8434324,NADQ,90,5.0,71.0,,,31.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,China,Tianjin,General Cargo,100.0,Other
338846000,2023-12-31 23:57:49,36.9729,-76.43347,0.0,0.1,238.0,USNS MENDONCA,IMO9147320,NBMK,70,5.0,289.0,32.0,10.9,70.0,A,Cargo,"Cargo, all ships of this type",USA,Miami,China,Shanghai,General Cargo,15785.92,Malta
338855000,2023-12-31 23:59:43,47.65583,-122.36576,0.0,113.4,132.0,PACIFIC TITAN,IMO8962498,WCZ6844,31,11.0,33.0,10.0,,32.0,A,Tug Tow,Towing,Japan,Osaka,Singapore,Singapore,General Cargo,96.19,Marshall Islands
338862000,2023-12-31 23:59:46,40.66804,-74.00176,0.0,137.0,84.0,FORT SCHUYLER,IMO9781334,WDI2150,31,0.0,29.0,,,52.0,A,Tug Tow,Towing,Netherlands,Amsterdam,USA,Mobile,General Cargo,79.51,Hong Kong
338866000,2023-12-31 23:59:41,42.52749,-86.96389,7.4,188.9,190.0,JOSEPH H THOMPSON JR,IMO5175745,WDH8351,31,0.0,41.0,11.0,8.8,52.0,A,Tug Tow,Towing,Singapore,Singapore,Netherlands,Rotterdam,General Cargo,203.88,Marshall Islands
338871000,2023-12-31 23:59:40,39.89346,-75.13438,0.7,28.7,27.0,STEPHANIE DANN,IMO8968600,WCD9870,31,0.0,28.0,8.0,3.8,52.0,A,Tug Tow,Towing,Japan,Osaka,USA,Miami,General Cargo,75.25,Hong Kong
338877000,2023-12-31 22:47:02,18.44289,-64.75274,0.1,159.6,511.0,CAROL ANN,,WDG7623,37,,22.0,,,,B,Pleasure Craft/Sailing,Pleasure Craft,USA,Oakland,China,Qingdao,General Cargo,0.62,Marshall Islands
338878000,2023-12-31 23:58:24,29.13004,-90.20151,0.0,243.7,161.0,RENEE,IMO9704271,WDH7420,90,5.0,84.0,18.0,5.9,90.0,A,Other,"Other Type, all ships of this type",Netherlands,Amsterdam,China,Tianjin,General Cargo,100.0,Other
338884000,2023-12-31 23:58:35,29.14784,-90.20238,0.0,332.9,256.0,PAO DE ACUCAR,IMO9529683,WDE8602,90,5.0,84.0,18.0,6.2,20.0,A,Other,"Other Type, all ships of this type",China,Ningbo-Zhoushan,Netherlands,Rotterdam,General Cargo,100.0,Panama
338888000,2023-12-31 23:57:47,47.28185,-91.26306,0.0,0.0,223.0,CLYDE S VAN ENKEVORT,IMO9618484,WDJ4194,31,5.0,41.0,15.0,5.5,31.0,A,Tug Tow,Towing,Singapore,Singapore,Netherlands,Amsterdam,General Cargo,97.2,Liberia
338894000,2023-12-31 23:57:47,29.60017,-90.66102,0.0,138.1,511.0,WEEKS 3302 BOOSTER,IMO1192494,WDK5999,33,0.0,49.0,16.0,2.1,33.0,A,Other,Dredging or underwater operations,Japan,Yokohama,Netherlands,Rotterdam,General Cargo,100.0,Hong Kong
338897000,2023-12-31 23:59:38,40.74781,-74.00943,0.1,239.1,511.0,SPIRIT OF NEW YORK,,WCW9332,60,15.0,47.0,10.0,,60.0,A,Passenger,"Passenger, all ships of this type",Netherlands,Rotterdam,USA,Houston,General Cargo,183.36,Panama
338899000,2023-12-31 23:24:47,44.1092,-125.66985,11.6,183.3,183.0,COMMITMENT,IMO9369411,WDE3894,31,0.0,40.0,12.0,6.9,57.0,A,Tug Tow,Towing,USA,Houston,Singapore,Singapore,General Cargo,79.33,Marshall Islands
338902000,2023-12-31 23:57:43,39.26782,-76.57031,0.0,135.8,269.0,CHARLTON,IMO9231664,NJTC,90,5.0,289.0,32.0,10.4,70.0,A,Other,"Other Type, all ships of this type",USA,Long Beach,Japan,Osaka,General Cargo,100.0,Hong Kong
338921000,2023-12-31 23:57:30,33.72835,-118.27039,0.1,157.0,157.0,CG GEORGE COBB,IMO9177325,NTVY,90,5.0,53.0,10.0,2.4,55.0,A,Other,"Other Type, all ships of this type",China,Shenzhen,Japan,Osaka,General Cargo,100.0,Panama
338926114,2023-12-31 15:26:57,27.63132,-97.23906,3.3,81.5,511.0,CG26114,,,90,0.0,7.0,,,51.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,USA,Houston,General Cargo,100.0,Other
338926129,2023-12-31 19:32:18,30.55283,-88.12224,0.0,270.0,511.0,CG26129,,,90,0.0,7.0,,,51.0,A,Other,"Other Type, all ships of this type",China,Tianjin,Japan,Yokohama,General Cargo,100.0,Other
338926146,2023-12-31 13:25:06,42.87724,-78.88867,0.0,258.3,511.0,CG26146,,,90,0.0,7.0,,,51.0,A,Other,"Other Type, all ships of this type",USA,Long Beach,China,Shenzhen,General Cargo,100.0,Other
338926160,2023-12-31 16:38:50,33.89302,-78.034,0.0,180.0,511.0,CG26160,,,51,0.0,7.0,3.0,0.8,51.0,A,Other,Search and Rescue vessel,USA,Houston,Netherlands,Amsterdam,General Cargo,100.0,China
338926166,2023-12-31 12:58:57,18.45969,-66.116,0.0,180.0,511.0,CG26166,,,90,5.0,7.0,,,51.0,A,Other,"Other Type, all ships of this type",China,Shenzhen,Singapore,Singapore,General Cargo,100.0,Singapore
338926339,2023-12-31 22:17:35,46.2153,-123.95533,8.2,312.6,511.0,CG22339,,,51,0.0,7.0,2.0,1.0,51.0,A,Other,Search and Rescue vessel,USA,Mobile,Netherlands,Amsterdam,General Cargo,100.0,Other
338926409,2023-12-31 23:59:27,24.56667,-81.8007,0.0,189.6,97.0,CG KATHLEEN MOORE,,NDVB,90,0.0,46.0,7.0,,0.0,A,Other,"Other Type, all ships of this type",Japan,Kobe,Singapore,Singapore,General Cargo,100.0,Malta
338926412,2023-12-31 23:59:13,24.56541,-81.79953,0.0,0.0,277.0,CG ISAAC MAYO,,NEAP,90,0.0,46.0,7.0,,55.0,A,Other,"Other Type, all ships of this type",China,Shanghai,USA,New Orleans,General Cargo,100.0,Panama
338926418,2023-12-31 23:58:57,24.56741,-81.80124,0.0,310.0,93.0,CG JOSEPH TEZANOS,,NDOF,90,5.0,,,,55.0,A,Other,"Other Type, all ships of this type",Singapore,Singapore,Netherlands,Rotterdam,General Cargo,100.0,Other
338926419,2023-12-31 23:54:23,38.94926,-74.89074,0.0,65.3,162.0,CG ROLLIN FRITCH,,NDOG,90,5.0,,,,55.0,A,Other,"Other Type, all ships of this type",Japan,Kobe,Singapore,Singapore,General Cargo,100.0,Other
338926420,2023-12-31 23:58:06,38.94884,-74.89039,0.0,221.3,163.0,CG LAWRENCE LAWSON,,NDOH,90,5.0,,,,55.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,Japan,Nagoya,General Cargo,100.0,Panama
338926424,2023-12-31 23:52:47,21.30663,-157.87192,0.0,267.9,334.0,CG OLIVER BERRY,,NOBY,90,5.0,,,,55.0,A,Other,"Other Type, all ships of this type",USA,Oakland,Singapore,Singapore,General Cargo,100.0,Hong Kong
338926425,2023-12-31 23:58:27,30.33887,-88.57826,0.0,293.7,283.0,CG JACOB POROO,,NJPO,90,5.0,,,,55.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,Japan,Kobe,General Cargo,100.0,Liberia
338926427,2023-12-31 23:58:10,34.69812,-76.68145,0.0,166.7,164.0,CGRICHARDSNYDER,,NRIS,55,5.0,46.0,7.0,3.0,55.0,A,Passenger,Law Enforcement,Japan,Nagoya,Netherlands,Rotterdam,General Cargo,650.0,Hong Kong
338926429,2023-12-31 23:59:40,33.72557,-118.26942,0.0,189.1,341.0,CG FORREST REDNOUR,,1129,55,5.0,46.0,7.0,3.0,55.0,A,Passenger,Law Enforcement,Netherlands,Rotterdam,China,Guangzhou,General Cargo,153.9,Marshall Islands
338926431,2023-12-31 23:58:51,33.72599,-118.26973,0.0,168.4,160.0,CGC TERRELL HORNE,,NTHE,55,5.0,46.0,7.0,3.0,55.0,A,Passenger,Law Enforcement,Netherlands,Rotterdam,USA,Mobile,General Cargo,234.12,Liberia
338926438,2023-12-31 23:59:09,29.33229,-94.77327,0.0,33.7,117.0,CG HAROLD MILLER,,NHDM,55,5.0,44.0,8.0,3.0,55.0,A,Passenger,Law Enforcement,USA,Long Beach,China,Tianjin,General Cargo,170.81,Other
338926439,2023-12-31 23:59:22,13.42454,144.6632,0.0,0.0,150.0,CGC MYRTLE HAZARD,,NMHD,90,0.0,46.0,7.0,3.0,51.0,A,Other,"Other Type, all ships of this type",Netherlands,Rotterdam,USA,Savannah,General Cargo,100.0,Liberia
338926440,2023-12-31 23:59:44,13.42365,144.66378,0.0,0.0,327.0,CGC OLIVER HENRY,,NOHY,55,0.0,46.0,7.0,3.0,55.0,A,Passenger,Law Enforcement,Japan,Tokyo,Netherlands,Rotterdam,General Cargo,537.02,Panama
338926449,2023-12-31 16:19:28,6.35217,-134.18332,5.5,298.2,294.0,CGC DOUGLAS DENMAN,,NDSD,55,0.0,46.0,7.0,10.0,55.0,A,Passenger,Law Enforcement,Singapore,Singapore,USA,Charleston,General Cargo,182.99,Liberia
338926451,2023-12-31 23:55:28,42.36892,-71.05105,0.0,209.1,210.0,CGC WARREN DEYAMPERT,,NWMD,55,5.0,46.0,7.0,0.0,55.0,A,Passenger,Law Enforcement,China,Shanghai,Netherlands,Rotterdam,General Cargo,205.59,Liberia
338926452,2023-12-31 23:59:57,42.3682,-71.05111,0.0,217.2,219.0,CGC MAURICE JESTER,,NMEJ,55,5.0,46.0,7.0,0.0,55.0,A,Passenger,Law Enforcement,Singapore,Jurong,Netherlands,Amsterdam,General Cargo,205.33,Panama
338926623,2023-12-31 01:03:13,37.60559,-75.68731,0.0,360.0,511.0,CG27103,,,51,15.0,8.0,3.0,0.0,51.0,A,Other,Search and Rescue vessel,Netherlands,Amsterdam,Japan,Osaka,General Cargo,100.0,China
338926628,2023-12-31 15:28:15,30.0212,-90.12306,0.0,360.0,511.0,CG27108,,CG27108,51,15.0,0.0,0.0,0.0,51.0,A,Other,Search and Rescue vessel,China,Tianjin,Singapore,Jurong,General Cargo,100.0,Panama
338926634,2023-12-31 14:21:16,38.60976,-75.06772,0.1,360.0,511.0,SPC-SW II,,27114,55,5.0,9.0,4.0,0.0,55.0,A,Passenger,Law Enforcement,China,Tianjin,Netherlands,Amsterdam,General Cargo,233.57,Japan
338926648,2023-12-31 21:08:28,30.42433,-89.06039,0.2,221.8,511.0,CG27128,,,51,15.0,8.0,3.0,0.3,51.0,A,Other,Search and Rescue vessel,Singapore,Jurong,Japan,Osaka,General Cargo,100.0,Hong Kong
338926650,2023-12-31 13:17:37,37.93181,-75.38289,0.0,90.0,511.0,CG 27130,,,51,5.0,8.0,3.0,0.3,51.0,A,Other,Search and Rescue vessel,Japan,Yokohama,Singapore,Singapore,General Cargo,100.0,Liberia
338926652,2023-12-31 12:28:04,38.32839,-75.09099,0.0,360.0,511.0,CG27132,,,51,15.0,8.0,3.0,0.0,51.0,A,Other,Search and Rescue vessel,Japan,Kobe,Singapore,Singapore,General Cargo,100.0,Bahamas
